,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1
555,2004,f,J,Belgium,Turkey,12,0.0
556,2005,f,J,Belgium,Turkey,10,0.0
557,2006,f,J,Belgium,Turkey,7,0.0
558,2006,sf,J,Belgium,Turkey,8,0.0
559,2007,f,J,Belgium,Turkey,12,0.0
560,2007,sf,J,Belgium,Turkey,12,0.0
561,2008,f,J,Belgium,Turkey,10,0.0
562,2009,f,J,Belgium,Turkey,12,0.0
563,2009,sf1,J,Belgium,Turkey,12,0.0
564,2010,f,J,Belgium,Turkey,6,0.0
565,2012,f,J,Belgium,Turkey,7,0.0
566,1975,f,J,Belgium,United Kingdom,10,0.0
567,1976,f,J,Belgium,United Kingdom,12,0.0
568,1977,f,J,Belgium,United Kingdom,12,0.0
569,1978,f,J,Belgium,United Kingdom,4,0.0
570,1979,f,J,Belgium,United Kingdom,0,0.0
571,1980,f,J,Belgium,United Kingdom,6,0.0
572,1981,f,J,Belgium,United Kingdom,8,0.0
573,1982,f,J,Belgium,United Kingdom,0,0.0
574,1983,f,J,Belgium,United Kingdom,0,0.0
575,1984,f,J,Belgium,United Kingdom,2,0.0
576,1985,f,J,Belgium,United Kingdom,6,0.0
577,1986,f,J,Belgium,United Kingdom,0,0.0
578,1987,f,J,Belgium,United Kingdom,3,0.0
579,1988,f,J,Belgium,United Kingdom,12,0.0
580,1989,f,J,Belgium,United Kingdom,0,0.0
581,1990,f,J,Belgium,United Kingdom,12,0.0
582,1991,f,J,Belgium,United Kingdom,3,0.0
583,1992,f,J,Belgium,United Kingdom,12,0.0
584,1993,f,J,Belgium,United Kingdom,12,0.0
585,1995,f,J,Belgium,United Kingdom,7,0.0
586,1996,f,J,Belgium,United Kingdom,12,0.0
587,1998,f,J,Belgium,United Kingdom,6,0.0
588,1999,f,J,Belgium,United Kingdom,0,0.0
589,2000,f,J,Belgium,United Kingdom,0,0.0
590,2002,f,J,Belgium,United Kingdom,6,0.0
591,2003,f,J,Belgium,United Kingdom,0,0.0
592,2004,f,J,Belgium,United Kingdom,0,0.0
593,2005,f,J,Belgium,United Kingdom,0,0.0
594,2006,f,J,Belgium,United Kingdom,0,0.0
595,2007,f,J,Belgium,United Kingdom,0,0.0
596,2008,f,J,Belgium,United Kingdom,0,0.0
597,2009,f,J,Belgium,United Kingdom,0,0.0
598,2010,f,J,Belgium,United Kingdom,0,0.0
599,2011,f,J,Belgium,United Kingdom,0,0.0
600,2012,f,J,Belgium,United Kingdom,1,0.0
601,2013,f,J,Belgium,United Kingdom,0,0.0
602,2014,f,J,Belgium,United Kingdom,1,0.0
603,2015,f,J,Belgium,United Kingdom,0,0.0
604,2016,f,J,Belgium,United Kingdom,0,0.0
605,2016,f,T,Belgium,United Kingdom,0,0.0
606,1975,f,J,Belgium,Yugoslavia,5,0.0
607,1976,f,J,Belgium,Yugoslavia,0,0.0
608,1981,f,J,Belgium,Yugoslavia,5,0.0
609,1982,f,J,Belgium,Yugoslavia,1,0.0
610,1983,f,J,Belgium,Yugoslavia,12,0.0
611,1984,f,J,Belgium,Yugoslavia,0,0.0
612,1986,f,J,Belgium,Yugoslavia,4,0.0
613,1987,f,J,Belgium,Yugoslavia,8,0.0
614,1988,f,J,Belgium,Yugoslavia,0,0.0
615,1989,f,J,Belgium,Yugoslavia,10,0.0
616,1990,f,J,Belgium,Yugoslavia,0,0.0
617,1991,f,J,Belgium,Yugoslavia,0,0.0
618,1992,f,J,Belgium,Yugoslavia,0,0.0
619,1975,f,J,Finland,Belgium,0,0.0
620,1976,f,J,Finland,Belgium,12,0.0
621,1977,f,J,Finland,Belgium,3,0.0
622,1978,f,J,Finland,Belgium,6,0.0
623,1979,f,J,Finland,Belgium,0,0.0
624,1980,f,J,Finland,Belgium,0,0.0
625,1981,f,J,Finland,Belgium,2,0.0
626,1982,f,J,Finland,Belgium,5,0.0
627,1983,f,J,Finland,Belgium,0,0.0
628,1984,f,J,Finland,Belgium,10,0.0
629,1985,f,J,Finland,Belgium,0,0.0
630,1986,f,J,Finland,Belgium,12,0.0
631,1987,f,J,Finland,Belgium,3,0.0
632,1988,f,J,Finland,Belgium,0,0.0
633,1989,f,J,Finland,Belgium,0,0.0
634,1990,f,J,Finland,Belgium,0,0.0
635,1991,f,J,Finland,Belgium,3,0.0
636,1992,f,J,Finland,Belgium,0,0.0
637,1993,f,J,Finland,Belgium,0,0.0
638,1996,f,J,Finland,Belgium,0,0.0
639,1998,f,J,Finland,Belgium,0,0.0
640,2000,f,J,Finland,Belgium,0,0.0
641,2002,f,J,Finland,Belgium,0,0.0
642,2004,f,J,Finland,Belgium,0,0.0
643,2005,sf,J,Finland,Belgium,0,0.0
644,2006,sf,J,Finland,Belgium,3,0.0
645,2007,sf,J,Finland,Belgium,0,0.0
646,2008,sf1,J,Finland,Belgium,0,0.0
647,2009,sf1,J,Finland,Belgium,0,0.0
648,2010,f,J,Finland,Belgium,6,0.0
649,2010,sf1,J,Finland,Belgium,10,0.0
650,2012,sf1,J,Finland,Belgium,2,0.0
651,2013,f,J,Finland,Belgium,3,0.0
652,2015,f,J,Finland,Belgium,7,0.0
653,2016,f,J,Finland,Belgium,0,0.0
654,2016,f,T,Finland,Belgium,0,0.0
655,1975,f,J,Finland,Finland,0,0.0
656,1976,f,J,Finland,Finland,0,0.0
657,1977,f,J,Finland,Finland,0,0.0
658,1978,f,J,Finland,Finland,0,0.0
659,1979,f,J,Finland,Finland,0,0.0
660,1980,f,J,Finland,Finland,0,0.0
661,1981,f,J,Finland,Finland,0,0.0
662,1982,f,J,Finland,Finland,0,0.0
663,1983,f,J,Finland,Finland,0,0.0
664,1984,f,J,Finland,Finland,0,0.0
665,1985,f,J,Finland,Finland,0,0.0
666,1986,f,J,Finland,Finland,0,0.0
667,1987,f,J,Finland,Finland,0,0.0
668,1988,f,J,Finland,Finland,0,0.0
669,1989,f,J,Finland,Finland,0,0.0
670,1990,f,J,Finland,Finland,0,0.0
671,1991,f,J,Finland,Finland,0,0.0
672,1992,f,J,Finland,Finland,0,0.0
673,1993,f,J,Finland,Finland,0,0.0
674,1994,f,J,Finland,Finland,0,0.0
675,1996,f,J,Finland,Finland,0,0.0
676,1998,f,J,Finland,Finland,0,0.0
677,2000,f,J,Finland,Finland,0,0.0
678,2002,f,J,Finland,Finland,0,0.0
679,2004,sf,J,Finland,Finland,0,0.0
680,2005,sf,J,Finland,Finland,0,0.0
681,2006,f,J,Finland,Finland,0,0.0
682,2006,sf,J,Finland,Finland,0,0.0
683,2007,f,J,Finland,Finland,0,0.0
684,2008,f,J,Finland,Finland,0,0.0
685,2008,sf1,J,Finland,Finland,0,0.0
686,2009,f,J,Finland,Finland,0,0.0
687,2009,sf1,J,Finland,Finland,0,0.0
688,2010,sf1,J,Finland,Finland,0,0.0
689,2011,f,J,Finland,Finland,0,0.0
690,2011,sf1,J,Finland,Finland,0,0.0
691,2012,sf1,J,Finland,Finland,0,0.0
692,2013,f,J,Finland,Finland,0,0.0
693,2013,sf2,J,Finland,Finland,0,0.0
694,2014,f,J,Finland,Finland,0,0.0
695,2014,sf2,J,Finland,Finland,0,0.0
696,1975,f,J,Finland,France,0,0.0
697,1976,f,J,Finland,France,3,0.0
698,1977,f,J,Finland,France,12,0.0
699,1978,f,J,Finland,France,2,0.0
700,1979,f,J,Finland,France,1,0.0
701,1980,f,J,Finland,France,0,0.0
702,1981,f,J,Finland,France,10,0.0
703,1983,f,J,Finland,France,6,0.0
704,1984,f,J,Finland,France,0,0.0
705,1985,f,J,Finland,France,5,0.0
706,1986,f,J,Finland,France,0,0.0
707,1987,f,J,Finland,France,0,0.0
708,1988,f,J,Finland,France,3,0.0
709,1989,f,J,Finland,France,3,0.0
710,1990,f,J,Finland,France,12,0.0
711,1991,f,J,Finland,France,10,0.0
712,1992,f,J,Finland,France,7,0.0
713,1993,f,J,Finland,France,1,0.0
714,1994,f,J,Finland,France,0,0.0
715,1996,f,J,Finland,France,2,0.0
716,1998,f,J,Finland,France,0,0.0
717,2000,f,J,Finland,France,0,0.0
718,2002,f,J,Finland,France,12,0.0
719,2004,f,J,Finland,France,0,0.0
720,2005,f,J,Finland,France,0,0.0
721,2006,f,J,Finland,France,0,0.0
722,2007,f,J,Finland,France,0,0.0
723,2008,f,J,Finland,France,2,0.0
724,2009,f,J,Finland,France,4,0.0
725,2010,f,J,Finland,France,8,0.0
726,2011,f,J,Finland,France,4,0.0
727,2012,f,J,Finland,France,0,0.0
728,2013,f,J,Finland,France,0,0.0
729,2014,f,J,Finland,France,1,0.0
730,2015,f,J,Finland,France,0,0.0
731,2016,f,J,Finland,France,1,0.0
732,2016,f,T,Finland,France,3,0.0
733,1975,f,J,Finland,Germany,0,0.0
734,1976,f,J,Finland,Germany,0,0.0
735,1977,f,J,Finland,Germany,0,0.0
736,1978,f,J,Finland,Germany,12,0.0
737,1979,f,J,Finland,Germany,3,0.0
738,1980,f,J,Finland,Germany,2,0.0
739,1981,f,J,Finland,Germany,7,0.0
740,1982,f,J,Finland,Germany,10,0.0
741,1983,f,J,Finland,Germany,4,0.0
742,1984,f,J,Finland,Germany,0,0.0
743,1985,f,J,Finland,Germany,10,0.0
744,1986,f,J,Finland,Germany,2,0.0
745,1987,f,J,Finland,Germany,10,0.0
746,1988,f,J,Finland,Germany,0,0.0
747,1989,f,J,Finland,Germany,0,0.0
748,1990,f,J,Finland,Germany,0,0.0
749,1991,f,J,Finland,Germany,0,0.0
750,1992,f,J,Finland,Germany,0,0.0
751,1993,f,J,Finland,Germany,0,0.0
752,1994,f,J,Finland,Germany,3,0.0
753,1998,f,J,Finland,Germany,1,0.0
754,2000,f,J,Finland,Germany,2,0.0
755,2002,f,J,Finland,Germany,0,0.0
756,2004,f,J,Finland,Germany,0,0.0
757,2005,f,J,Finland,Germany,0,0.0
758,2006,f,J,Finland,Germany,0,0.0
759,2007,f,J,Finland,Germany,1,0.0
760,2008,f,J,Finland,Germany,0,0.0
761,2009,f,J,Finland,Germany,0,0.0
762,2010,f,J,Finland,Germany,12,0.0
763,2011,f,J,Finland,Germany,0,0.0
764,2012,f,J,Finland,Germany,1,0.0
765,2013,f,J,Finland,Germany,0,0.0
766,2014,f,J,Finland,Germany,0,0.0
767,2015,f,J,Finland,Germany,0,0.0
768,2016,f,J,Finland,Germany,0,0.0
769,2016,f,T,Finland,Germany,0,0.0
770,1975,f,J,Finland,Ireland,1,0.0
771,1976,f,J,Finland,Ireland,0,0.0
772,1977,f,J,Finland,Ireland,0,0.0
773,1978,f,J,Finland,Ireland,3,0.0
774,1979,f,J,Finland,Ireland,6,0.0
775,1980,f,J,Finland,Ireland,8,0.0
776,1981,f,J,Finland,Ireland,0,0.0
777,1982,f,J,Finland,Ireland,0,0.0
778,1984,f,J,Finland,Ireland,7,0.0
779,1985,f,J,Finland,Ireland,1,0.0
780,1986,f,J,Finland,Ireland,8,0.0
781,1987,f,J,Finland,Ireland,12,0.0
782,1988,f,J,Finland,Ireland,2,0.0
783,1989,f,J,Finland,Ireland,0,0.0
784,1990,f,J,Finland,Ireland,4,0.0
785,1991,f,J,Finland,Ireland,2,0.0
786,1992,f,J,Finland,Ireland,10,0.0
787,1993,f,J,Finland,Ireland,3,0.0
788,1994,f,J,Finland,Ireland,7,0.0
789,1996,f,J,Finland,Ireland,10,0.0
790,1998,f,J,Finland,Ireland,0,0.0
791,2000,f,J,Finland,Ireland,1,0.0
792,2004,f,J,Finland,Ireland,0,0.0
793,2005,sf,J,Finland,Ireland,0,0.0
794,2006,f,J,Finland,Ireland,4,0.0
795,2006,sf,J,Finland,Ireland,4,0.0
796,2007,f,J,Finland,Ireland,0,0.0
797,2008,sf1,J,Finland,Ireland,2,0.0
798,2010,f,J,Finland,Ireland,1,0.0
799,2011,f,J,Finland,Ireland,10,0.0
800,2012,f,J,Finland,Ireland,4,0.0
801,2012,sf1,J,Finland,Ireland,7,0.0
802,2013,f,J,Finland,Ireland,0,0.0
803,2014,sf2,J,Finland,Ireland,0,0.0
804,1975,f,J,Finland,Israel,3,0.0
805,1976,f,J,Finland,Israel,8,0.0
806,1977,f,J,Finland,Israel,0,0.0
807,1978,f,J,Finland,Israel,10,0.0
808,1979,f,J,Finland,Israel,12,0.0
809,1981,f,J,Finland,Israel,6,0.0
810,1982,f,J,Finland,Israel,12,0.0
811,1983,f,J,Finland,Israel,7,0.0
812,1985,f,J,Finland,Israel,0,0.0
813,1986,f,J,Finland,Israel,0,0.0
814,1987,f,J,Finland,Israel,7,0.0
815,1988,f,J,Finland,Israel,6,0.0
816,1989,f,J,Finland,Israel,5,0.0
817,1990,f,J,Finland,Israel,5,0.0
818,1991,f,J,Finland,Israel,6,0.0
819,1992,f,J,Finland,Israel,0,0.0
820,1993,f,J,Finland,Israel,0,0.0
821,1998,f,J,Finland,Israel,10,0.0
822,2000,f,J,Finland,Israel,0,0.0
823,2002,f,J,Finland,Israel,5,0.0
824,2004,sf,J,Finland,Israel,2,0.0
825,2005,f,J,Finland,Israel,5,0.0
826,2005,sf,J,Finland,Israel,1,0.0
827,2006,f,J,Finland,Israel,0,0.0
828,2007,sf,J,Finland,Israel,0,0.0
829,2008,f,J,Finland,Israel,8,0.0
830,2008,sf1,J,Finland,Israel,10,0.0
831,2009,f,J,Finland,Israel,0,0.0
832,2009,sf1,J,Finland,Israel,6,0.0
833,2010,f,J,Finland,Israel,10,0.0
834,2012,sf1,J,Finland,Israel,3,0.0
835,2013,sf2,J,Finland,Israel,2,0.0
836,2014,sf2,J,Finland,Israel,3,0.0
837,2015,f,J,Finland,Israel,3,0.0
838,2016,f,J,Finland,Israel,7,0.0
839,2016,f,T,Finland,Israel,0,0.0
840,1975,f,J,Finland,Italy,12,0.0
841,1976,f,J,Finland,Italy,6,0.0
842,1977,f,J,Finland,Italy,2,0.0
843,1978,f,J,Finland,Italy,0,0.0
844,1979,f,J,Finland,Italy,8,0.0
845,1980,f,J,Finland,Italy,6,0.0
846,1983,f,J,Finland,Italy,1,0.0
847,1984,f,J,Finland,Italy,12,0.0
848,1985,f,J,Finland,Italy,6,0.0
849,1987,f,J,Finland,Italy,4,0.0
850,1988,f,J,Finland,Italy,8,0.0
851,1989,f,J,Finland,Italy,10,0.0
852,1990,f,J,Finland,Italy,8,0.0
853,1991,f,J,Finland,Italy,12,0.0
854,1992,f,J,Finland,Italy,12,0.0
855,1993,f,J,Finland,Italy,8,0.0
856,2011,f,J,Finland,Italy,3,0.0
857,2012,f,J,Finland,Italy,0,0.0
858,2013,f,J,Finland,Italy,0,0.0
859,2014,f,J,Finland,Italy,0,0.0
860,2015,f,J,Finland,Italy,2,0.0
861,2016,f,J,Finland,Italy,2,0.0
862,2016,f,T,Finland,Italy,0,0.0
863,1975,f,J,Finland,Luxembourg,5,0.0
864,1976,f,J,Finland,Luxembourg,0,0.0
865,1977,f,J,Finland,Luxembourg,8,0.0
866,1978,f,J,Finland,Luxembourg,0,0.0
867,1979,f,J,Finland,Luxembourg,4,0.0
868,1980,f,J,Finland,Luxembourg,3,0.0
869,1981,f,J,Finland,Luxembourg,4,0.0
870,1982,f,J,Finland,Luxembourg,7,0.0
871,1983,f,J,Finland,Luxembourg,8,0.0
872,1984,f,J,Finland,Luxembourg,0,0.0
873,1985,f,J,Finland,Luxembourg,0,0.0
874,1986,f,J,Finland,Luxembourg,4,0.0
875,1987,f,J,Finland,Luxembourg,0,0.0
876,1988,f,J,Finland,Luxembourg,12,0.0
877,1989,f,J,Finland,Luxembourg,0,0.0
878,1990,f,J,Finland,Luxembourg,0,0.0
879,1991,f,J,Finland,Luxembourg,0,0.0
880,1992,f,J,Finland,Luxembourg,0,0.0
881,1993,f,J,Finland,Luxembourg,0,0.0
882,1975,f,J,Finland,Malta,0,0.0
883,1991,f,J,Finland,Malta,0,0.0
884,1992,f,J,Finland,Malta,0,0.0
885,1993,f,J,Finland,Malta,0,0.0
886,1994,f,J,Finland,Malta,6,0.0
887,1996,f,J,Finland,Malta,0,0.0
888,1998,f,J,Finland,Malta,5,0.0
889,2000,f,J,Finland,Malta,0,0.0
890,2002,f,J,Finland,Malta,2,0.0
891,2004,f,J,Finland,Malta,0,0.0
892,2004,sf,J,Finland,Malta,0,0.0
893,2005,f,J,Finland,Malta,8,0.0
894,2006,f,J,Finland,Malta,0,0.0
895,2007,sf,J,Finland,Malta,0,0.0
896,2009,f,J,Finland,Malta,3,0.0
897,2009,sf1,J,Finland,Malta,3,0.0
898,2010,sf1,J,Finland,Malta,1,0.0
899,2011,sf1,J,Finland,Malta,0,0.0
900,2012,f,J,Finland,Malta,0,0.0
901,2013,f,J,Finland,Malta,0,0.0
902,2013,sf2,J,Finland,Malta,5,0.0
903,2014,f,J,Finland,Malta,3,0.0
904,2014,sf2,J,Finland,Malta,5,0.0
905,2016,f,J,Finland,Malta,5,0.0
906,2016,f,T,Finland,Malta,0,0.0
907,2016,sf1,J,Finland,Malta,8,0.0
908,2016,sf1,T,Finland,Malta,0,0.0
909,1975,f,J,Finland,Monaco,2,0.0
910,1976,f,J,Finland,Monaco,2,0.0
911,1977,f,J,Finland,Monaco,5,0.0
912,1978,f,J,Finland,Monaco,8,0.0
913,1979,f,J,Finland,Monaco,0,0.0
914,2004,sf,J,Finland,Monaco,0,0.0
915,2005,sf,J,Finland,Monaco,0,0.0
916,2006,sf,J,Finland,Monaco,0,0.0
917,1975,f,J,Finland,Norway,0,0.0
918,1976,f,J,Finland,Norway,0,0.0
919,1977,f,J,Finland,Norway,0,0.0
920,1978,f,J,Finland,Norway,0,0.0
921,1979,f,J,Finland,Norway,0,0.0
922,1980,f,J,Finland,Norway,0,0.0
923,1981,f,J,Finland,Norway,0,0.0
924,1982,f,J,Finland,Norway,0,0.0
925,1983,f,J,Finland,Norway,0,0.0
926,1984,f,J,Finland,Norway,6,0.0
927,1985,f,J,Finland,Norway,4,0.0
928,1986,f,J,Finland,Norway,0,0.0
929,1987,f,J,Finland,Norway,5,0.0
930,1988,f,J,Finland,Norway,7,0.0
931,1989,f,J,Finland,Norway,0,0.0
932,1990,f,J,Finland,Norway,0,0.0
933,1991,f,J,Finland,Norway,0,0.0
934,1992,f,J,Finland,Norway,1,0.0
935,1993,f,J,Finland,Norway,12,0.0
936,1994,f,J,Finland,Norway,0,0.0
937,1996,f,J,Finland,Norway,7,0.0
938,1998,f,J,Finland,Norway,2,0.0
939,2000,f,J,Finland,Norway,0,0.0
940,2004,f,J,Finland,Norway,0,0.0
941,2005,f,J,Finland,Norway,12,0.0
942,2005,sf,J,Finland,Norway,12,0.0
943,2006,f,J,Finland,Norway,5,0.0
944,2007,sf,J,Finland,Norway,1,0.0
945,2008,f,J,Finland,Norway,12,0.0
946,2008,sf1,J,Finland,Norway,12,0.0
947,2009,f,J,Finland,Norway,8,0.0
948,2010,f,J,Finland,Norway,0,0.0
949,2011,sf1,J,Finland,Norway,8,0.0
950,2012,f,J,Finland,Norway,0,0.0
951,2013,f,J,Finland,Norway,12,0.0
952,2013,sf2,J,Finland,Norway,10,0.0
953,2014,f,J,Finland,Norway,7,0.0
954,2014,sf2,J,Finland,Norway,10,0.0
955,2015,f,J,Finland,Norway,4,0.0
956,1975,f,J,Finland,Portugal,0,0.0
957,1976,f,J,Finland,Portugal,1,0.0
958,1977,f,J,Finland,Portugal,0,0.0
959,1978,f,J,Finland,Portugal,0,0.0
960,1979,f,J,Finland,Portugal,2,0.0
961,1980,f,J,Finland,Portugal,1,0.0
962,1981,f,J,Finland,Portugal,0,0.0
963,1982,f,J,Finland,Portugal,2,0.0
964,1983,f,J,Finland,Portugal,2,0.0
965,1984,f,J,Finland,Portugal,0,0.0
966,1985,f,J,Finland,Portugal,0,0.0
967,1986,f,J,Finland,Portugal,0,0.0
968,1987,f,J,Finland,Portugal,0,0.0
969,1988,f,J,Finland,Portugal,0,0.0
970,1989,f,J,Finland,Portugal,2,0.0
971,1990,f,J,Finland,Portugal,0,0.0
972,1991,f,J,Finland,Portugal,7,0.0
973,1992,f,J,Finland,Portugal,2,0.0
974,1993,f,J,Finland,Portugal,2,0.0
975,1994,f,J,Finland,Portugal,5,0.0
976,1996,f,J,Finland,Portugal,3,0.0
977,1998,f,J,Finland,Portugal,0,0.0
978,2004,sf,J,Finland,Portugal,0,0.0
979,2005,sf,J,Finland,Portugal,0,0.0
980,2006,sf,J,Finland,Portugal,0,0.0
981,2007,sf,J,Finland,Portugal,0,0.0
982,2008,f,J,Finland,Portugal,0,0.0
983,2009,f,J,Finland,Portugal,0,0.0
984,2009,sf1,J,Finland,Portugal,2,0.0
985,2010,f,J,Finland,Portugal,0,0.0
986,2010,sf1,J,Finland,Portugal,6,0.0
987,2011,sf1,J,Finland,Portugal,0,0.0
988,1975,f,J,Finland,Spain,8,0.0
989,1976,f,J,Finland,Spain,0,0.0
990,1977,f,J,Finland,Spain,7,0.0
991,1978,f,J,Finland,Spain,7,0.0
992,1979,f,J,Finland,Spain,0,0.0
993,1980,f,J,Finland,Spain,0,0.0
994,1981,f,J,Finland,Spain,0,0.0
995,1982,f,J,Finland,Spain,6,0.0
996,1983,f,J,Finland,Spain,0,0.0
997,1984,f,J,Finland,Spain,0,0.0
998,1985,f,J,Finland,Spain,8,0.0
999,1986,f,J,Finland,Spain,1,0.0
1000,1987,f,J,Finland,Spain,0,0.0
1001,1988,f,J,Finland,Spain,0,0.0
1002,1989,f,J,Finland,Spain,8,0.0
1003,1990,f,J,Finland,Spain,10,0.0
1004,1991,f,J,Finland,Spain,4,0.0
1005,1992,f,J,Finland,Spain,3,0.0
1006,1993,f,J,Finland,Spain,10,0.0
1007,1994,f,J,Finland,Spain,0,0.0
1008,1996,f,J,Finland,Spain,0,0.0
1009,1998,f,J,Finland,Spain,0,0.0
1010,2000,f,J,Finland,Spain,0,0.0
1011,2002,f,J,Finland,Spain,0,0.0
1012,2004,f,J,Finland,Spain,0,0.0
1013,2005,f,J,Finland,Spain,0,0.0
1014,2006,f,J,Finland,Spain,0,0.0
1015,2007,f,J,Finland,Spain,0,0.0
1016,2008,f,J,Finland,Spain,1,0.0
1017,2009,f,J,Finland,Spain,0,0.0
1018,2010,f,J,Finland,Spain,4,0.0
1019,2011,f,J,Finland,Spain,0,0.0
1020,2012,f,J,Finland,Spain,3,0.0
1021,2013,f,J,Finland,Spain,0,0.0
1022,2014,f,J,Finland,Spain,0,0.0
1023,2015,f,J,Finland,Spain,0,0.0
1024,2016,f,J,Finland,Spain,0,0.0
1025,2016,f,T,Finland,Spain,0,0.0
1026,1975,f,J,Finland,Sweden,6,1.0
1027,1977,f,J,Finland,Sweden,0,1.0
1028,1978,f,J,Finland,Sweden,4,1.0
1029,1979,f,J,Finland,Sweden,0,1.0
1030,1980,f,J,Finland,Sweden,0,1.0
1031,1981,f,J,Finland,Sweden,1,1.0
1032,1982,f,J,Finland,Sweden,3,1.0
1033,1983,f,J,Finland,Sweden,10,1.0
1034,1984,f,J,Finland,Sweden,8,1.0
1035,1985,f,J,Finland,Sweden,12,1.0
1036,1986,f,J,Finland,Sweden,5,1.0
1037,1987,f,J,Finland,Sweden,0,1.0
1038,1988,f,J,Finland,Sweden,0,1.0
1039,1989,f,J,Finland,Sweden,0,1.0
1040,1990,f,J,Finland,Sweden,0,1.0
1041,1991,f,J,Finland,Sweden,8,1.0
1042,1992,f,J,Finland,Sweden,0,1.0
1043,1993,f,J,Finland,Sweden,7,1.0
1044,1994,f,J,Finland,Sweden,0,1.0
1045,1996,f,J,Finland,Sweden,8,1.0
1046,1998,f,J,Finland,Sweden,6,1.0
1047,2000,f,J,Finland,Sweden,7,1.0
1048,2002,f,J,Finland,Sweden,7,1.0
1049,2004,f,J,Finland,Sweden,12,1.0
1050,2005,f,J,Finland,Sweden,6,1.0
1051,2006,f,J,Finland,Sweden,7,1.0
1052,2006,sf,J,Finland,Sweden,10,1.0
1053,2007,f,J,Finland,Sweden,8,1.0
1054,2008,f,J,Finland,Sweden,5,1.0
1055,2009,f,J,Finland,Sweden,7,1.0
1056,2009,sf1,J,Finland,Sweden,10,1.0
1057,2011,f,J,Finland,Sweden,6,1.0
1058,2012,f,J,Finland,Sweden,12,1.0
1059,2013,f,J,Finland,Sweden,4,1.0
1060,2014,f,J,Finland,Sweden,10,1.0
1061,2015,f,J,Finland,Sweden,12,1.0
1062,2016,f,J,Finland,Sweden,12,1.0
1063,2016,f,T,Finland,Sweden,10,1.0
1064,1975,f,J,Finland,Switzerland,4,0.0
1065,1976,f,J,Finland,Switzerland,7,0.0
1066,1977,f,J,Finland,Switzerland,10,0.0
1067,1978,f,J,Finland,Switzerland,1,0.0
1068,1979,f,J,Finland,Switzerland,10,0.0
1069,1980,f,J,Finland,Switzerland,12,0.0
1070,1981,f,J,Finland,Switzerland,12,0.0
1071,1982,f,J,Finland,Switzerland,0,0.0
1072,1983,f,J,Finland,Switzerland,0,0.0
1073,1984,f,J,Finland,Switzerland,1,0.0
1074,1985,f,J,Finland,Switzerland,3,0.0
1075,1986,f,J,Finland,Switzerland,7,0.0
1076,1987,f,J,Finland,Switzerland,0,0.0
1077,1988,f,J,Finland,Switzerland,5,0.0
1078,1989,f,J,Finland,Switzerland,0,0.0
1079,1990,f,J,Finland,Switzerland,3,0.0
1080,1991,f,J,Finland,Switzerland,5,0.0
1081,1992,f,J,Finland,Switzerland,0,0.0
1082,1993,f,J,Finland,Switzerland,4,0.0
1083,1994,f,J,Finland,Switzerland,0,0.0
1084,1996,f,J,Finland,Switzerland,4,0.0
1085,1998,f,J,Finland,Switzerland,0,0.0
1086,2000,f,J,Finland,Switzerland,0,0.0
1087,2002,f,J,Finland,Switzerland,0,0.0
1088,2004,sf,J,Finland,Switzerland,0,0.0
1089,2005,f,J,Finland,Switzerland,10,0.0
1090,2005,sf,J,Finland,Switzerland,10,0.0
1091,2006,f,J,Finland,Switzerland,0,0.0
1092,2007,sf,J,Finland,Switzerland,0,0.0
1093,2009,sf1,J,Finland,Switzerland,5,0.0
1094,2011,f,J,Finland,Switzerland,0,0.0
1095,2011,sf1,J,Finland,Switzerland,6,0.0
1096,2012,sf1,J,Finland,Switzerland,0,0.0
1097,2013,sf2,J,Finland,Switzerland,6,0.0
1098,2014,f,J,Finland,Switzerland,0,0.0
1099,2014,sf2,J,Finland,Switzerland,8,0.0
1100,1975,f,J,Finland,The Netherlands,10,0.0
1101,1976,f,J,Finland,The Netherlands,0,0.0
1102,1977,f,J,Finland,The Netherlands,0,0.0
1103,1978,f,J,Finland,The Netherlands,0,0.0
1104,1979,f,J,Finland,The Netherlands,5,0.0
1105,1980,f,J,Finland,The Netherlands,10,0.0
1106,1981,f,J,Finland,The Netherlands,0,0.0
1107,1982,f,J,Finland,The Netherlands,0,0.0
1108,1983,f,J,Finland,The Netherlands,3,0.0
1109,1984,f,J,Finland,The Netherlands,0,0.0
1110,1986,f,J,Finland,The Netherlands,3,0.0
1111,1987,f,J,Finland,The Netherlands,2,0.0
1112,1988,f,J,Finland,The Netherlands,0,0.0
1113,1989,f,J,Finland,The Netherlands,4,0.0
1114,1990,f,J,Finland,The Netherlands,0,0.0
1115,1992,f,J,Finland,The Netherlands,0,0.0
1116,1993,f,J,Finland,The Netherlands,0,0.0
1117,1994,f,J,Finland,The Netherlands,0,0.0
1118,1996,f,J,Finland,The Netherlands,0,0.0
1119,1998,f,J,Finland,The Netherlands,7,0.0
1120,2000,f,J,Finland,The Netherlands,0,0.0
1121,2004,f,J,Finland,The Netherlands,0,0.0
1122,2004,sf,J,Finland,The Netherlands,3,0.0
1123,2005,sf,J,Finland,The Netherlands,0,0.0
1124,2006,sf,J,Finland,The Netherlands,0,0.0
1125,2007,sf,J,Finland,The Netherlands,0,0.0
1126,2008,sf1,J,Finland,The Netherlands,0,0.0
1127,2013,f,J,Finland,The Netherlands,8,0.0
